SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
0,Bitcoin,BTC,11/28/2012 23:59,12.3,12.3,12.3,12.3,0,132000000
1,Bitcoin,BTC,4/29/2013 23:59,147.48800659179688,134,134.44400024414062,144.5399932861328,0,1603768865
2,Bitcoin,BTC,4/30/2013 23:59,146.92999267578125,134.0500030517578,144,139,0,1542813125
3,Bitcoin,BTC,5/1/2013 23:59,139.88999938964844,107.72000122070312,139,116.98999786376953,0,1298954594
4,Bitcoin,BTC,5/2/2013 23:59,125.5999984741211,92.28189849853516,116.37999725341797,105.20999908447266,0,1168517495
5,Bitcoin,BTC,5/3/2013 23:59,108.12799835205078,79.09999847,106.25,97.75,0,1085995169
6,Bitcoin,BTC,5/4/2013 23:59,115,92.5,98.09999847,112.5,0,1250316563
7,Bitcoin,BTC,5/5/2013 23:59,118.80000305175781,107.14299774169922,112.9000015258789,115.91000366210938,0,1288693176
8,Bitcoin,BTC,5/6/2013 23:59,124.66300201416016,106.63999938964844,115.9800033569336,112.30000305175781,0,1249023060
9,Bitcoin,BTC,5/7/2013 23:59,113.44400024414062,97.69999694824219,112.25,111.5,0,1240593600
10,Bitcoin,BTC,5/8/2013 23:59,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0,1264049202
11,Bitcoin,BTC,5/9/2013 23:59,113.45999908447266,109.26000213623047,113.19999694824219,112.66999816894531,0,1254535382
12,Bitcoin,BTC,5/10/2013 23:59,122,111.5510025024414,112.79900360107422,117.19999694824219,0,1305479080
13,Bitcoin,BTC,5/11/2013 23:59,118.67900085449219,113.01000213623047,117.69999694824219,115.24299621582031,0,1284207489
14,Bitcoin,BTC,5/12/2013 23:59,117.4489974975586,113.43499755859375,115.63999938964844,115,0,1281982625
15,Bitcoin,BTC,5/13/2013 23:59,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0,1315710011
16,Bitcoin,BTC,5/14/2013 23:59,119.80000305175781,110.25,117.9800033569336,111.5,0,1243874488
17,Bitcoin,BTC,5/15/2013 23:59,115.80999755859375,103.5,111.4000015258789,114.22000122070312,0,1274623813
18,Bitcoin,BTC,5/16/2013 23:59,118.76000213623047,112.19999694824219,114.22000122070312,118.76000213623047,0,1325726787
19,Bitcoin,BTC,5/17/2013 23:59,125.30000305175781,116.57099914550781,118.20999908447266,123.01499938964844,0,1373723882
20,Bitcoin,BTC,5/18/2013 23:59,125.25,122.30000305175781,123.5,123.49800109863281,0,1379574546
21,Bitcoin,BTC,5/19/2013 23:59,124.5,119.57099914550781,123.21099853515625,121.98999786376953,0,1363204703
22,Bitcoin,BTC,5/20/2013 23:59,123.62100219726562,120.12000274658203,122.5,122,0,1363709900
23,Bitcoin,BTC,5/21/2013 23:59,123,121.20999908447266,122.0199966430664,122.87999725341797,0,1374013440
24,Bitcoin,BTC,5/22/2013 23:59,124.0009994506836,122,122.88999938964844,123.88899993896484,0,1385778993
25,Bitcoin,BTC,5/23/2013 23:59,126.93399810791016,123.0999984741211,123.80000305175781,126.69999694824219,0,1417769833
26,Bitcoin,BTC,5/24/2013 23:59,133.85000610351562,125.71900177001953,126.30000305175781,133.1999969482422,0,1491070770
27,Bitcoin,BTC,5/25/2013 23:59,133.2189941,128.89999389648438,133.10000610351562,131.97999572753906,0,1477958233
28,Bitcoin,BTC,5/26/2013 23:59,136,130.61500549316406,131.98599243164062,133.47999572753906,0,1495293015
29,Bitcoin,BTC,5/27/2013 23:59,135.46499633789062,124.69999694824219,133.5,129.7449951171875,0,1454029510
30,Bitcoin,BTC,5/28/2013 23:59,130.5800018310547,125.5999984741211,129.77000427246094,129,0,1446189975
31,Bitcoin,BTC,5/29/2013 23:59,132.58999633789062,127.66200256347656,129,132.3000030517578,0,1483734578
32,Bitcoin,BTC,5/30/2013 23:59,132.25,127,132.25,128.7989959716797,0,1445053941
33,Bitcoin,BTC,5/31/2013 23:59,129.89999389648438,126.4000015258789,128.7989959716797,129,0,1447870200
34,Bitcoin,BTC,6/1/2013 23:59,129.77999877929688,127.1989974975586,128.81500244140625,129.3000030517578,0,1451916165
35,Bitcoin,BTC,6/2/2013 23:59,129.39999389648438,115.05000305175781,129.3000030517578,122.29199981689453,0,1373837500
36,Bitcoin,BTC,6/3/2013 23:59,122.5,116,122.5,122.22200012207031,0,1373708058
37,Bitcoin,BTC,6/4/2013 23:59,123.83999633789062,119.0999984741211,120.73699951171875,121.41999816894531,0,1365337545
38,Bitcoin,BTC,6/5/2013 23:59,123.46900177001953,119.89900207519531,121.4000015258789,121.6500015258789,0,1368486469
39,Bitcoin,BTC,6/6/2013 23:59,123.0999984741211,117.25,121.9000015258789,118,0,1327960200
40,Bitcoin,BTC,6/7/2013 23:59,119,106.41999816894531,118.97000122070312,111.5,0,1255258638
41,Bitcoin,BTC,6/8/2013 23:59,111.41500091552734,107.30000305175781,111,108.30000305175781,0,1219717920
42,Bitcoin,BTC,6/9/2013 23:59,108.98999786376953,88.5,107.89199829101562,100,0,1126642500
43,Bitcoin,BTC,6/10/2013 23:59,110.10099792480469,95.00199890136719,100.43699645996094,106.3499984741211,0,1198638945
44,Bitcoin,BTC,6/11/2013 23:59,109.5999984741211,104,106.3499984741211,108.9000015258789,0,1227874725
45,Bitcoin,BTC,6/12/2013 23:59,111.78700256347656,106.73400115966797,109,108.1500015258789,0,1219969853
46,Bitcoin,BTC,6/13/2013 23:59,110.30000305175781,100.52999877929688,108.7760009765625,104,0,1173637400
47,Bitcoin,BTC,6/14/2013 23:59,104.69999694824219,98,103.9489974975586,99.97889709472656,0,1128709292
48,Bitcoin,BTC,6/15/2013 23:59,103.69999694824219,98,100,99.98809814453125,0,1129245604
49,Bitcoin,BTC,6/16/2013 23:59,101.5999984741211,98.94660186767578,99.80000305175781,99.51000213623047,0,1124306272
50,Bitcoin,BTC,6/17/2013 23:59,102.20999908447266,99,99.90000153,101.69999694824219,0,1149418485
51,Bitcoin,BTC,6/18/2013 23:59,111.11100006103516,101.03299713134766,101.94999694824219,107.4000015258789,0,1214216070
52,Bitcoin,BTC,6/19/2013 23:59,110.2249984741211,105.75499725341797,107.05000305175781,108.25,0,1224193838
53,Bitcoin,BTC,6/20/2013 23:59,114.30000305175781,107.5,108.2509994506836,110.1500015258789,0,1246104920
54,Bitcoin,BTC,6/21/2013 23:59,114.98999786376953,107.68499755859375,111.29000091552734,109.5,0,1239214238
55,Bitcoin,BTC,6/22/2013 23:59,109.95600128173828,107.51399993896484,109.5,108.30000305175781,0,1226110328
